1,0.06
2,0.01
3,0.15
4,0
1,0.04
2,0
3,0.05
4,0
5,0.05
6,0
7,0.05
8,0.01
9,0.05
10,0.01
11,0.13
12,0.01
13,0.08
14,0
15,0.04
16,0.01
17,0.04
18,0
19,0.09
20,0
21,0.05
22,0
23,0.04
24,0.01
25,0.26
26,0
27,0.05
28,0.08
29,0.05
30,0
31,0.05
32,0
33,0.04
34,0
35,0.04
36,0
37,0.14
38,0
39,0.1
40,0
