0,0.1
1,0
2,0.08
3,0.01
0,0.19
1,0.01
2,0.06
3,0.01
4,0.15
5,0.01
6,0.04
7,0
8,0.1
9,0
10,0.05
11,0
12,0.05
13,0.04
14,0
15,0.14
16,0
17,0.18
18,0
19,0.04
20,0
21,0.06
22,0
23,0.04
24,0
25,0.05
26,0
27,0.09
28,0
29,0.05
30,0
31,0.03
32,0
33,0.1
34,0
35,0.13
36,0
37,0.08
38,0.01
39,0.09
