1,0.08
2,0
3,0.15
4,0
1,0.04
2,0
3,0.05
4,0
5,0.09
6,0
7,0.09
8,0
9,0.18
10,0
11,0.05
12,0
13,0.05
14,0
15,0.05
16,0
17,0.04
18,0
19,0.17
20,0
21,0.17
22,0.01
23,0.08
24,0.01
25,0.04
26,0
27,0.05
28,0.01
29,0.08
30,0.01
31,0.04
32,0
33,0.16
34,0
35,0.03
36,0
37,0.04
38,0
39,0.03
40,0.01
