0,0.19
1,0
2,0.05
3,0
0,0.09
1,0.01
2,0.12
3,0
4,0.06
5,0
6,0.07
7,0
8,0.05
9,0
10,0.14
11,0
12,0.14
13,0
14,0.18
15,0
16,0.17
17,0
18,0.05
19,0
20,0.05
21,0
22,0.04
23,0
24,0.05
25,0.01
26,0.09
27,0
28,0.05
29,0
30,0.03
31,0
32,0.22
33,0.01
34,0.08
35,0
36,0.14
37,0
38,0.04
39,0
